planet_name,star_name,num_of_stars,num_of_planets,discovery_method,disc_year,disc_facility,orbital_period_days,orb_semiMajorAxis,Orbit_Eccentricity,pl_radius,pl_Mass,equilibrium_temp_K,star_spectral_type,star_temp_K,star_radius,star_mass,star_mettalicity,star_surface_gravity,right_ascension_degree,declination_degree,distance_parsec,visual_magnitude,is_controversial,insolation_flux
Kepler-128 c,Kepler-128,1,2,Transit,2013,Kepler,22.8,0.16517,0.037,1.521,3.38,843,,6072,1.659,1.184,-0.03,4.07,282.4922622,43.9802442,396.379,11.693,0,130.979
Kepler-1280 b,Kepler-1280,1,1,Transit,2016,Kepler,66.5579057,0.33982,0,1.87,4.16,757,,6227,1.32,1.2,0.04,4.28,293.5738933,45.3844919,1486.7,14.196,0,35.293
Kepler-1281 b,Kepler-1281,1,1,Transit,2016,Kepler,3.11602791,0.0415,0,1.64,3.33,1123,,5353,0.83,0.87,-0.04,4.55,295.3543571,48.5153932,1090,15.961,0,375.55
Kepler-1282 b,Kepler-1282,1,1,Transit,2016,Kepler,2.131946513,0.0335,0,1.55,3.02,1418,,5504,0.89,0.92,0.01,4.51,290.1761688,46.6983036,1103.29,15.707,0,672.532
Kepler-1283 b,Kepler-1283,1,1,Transit,2016,Kepler,12.9460978,0.1062,0,1.91,4.31,764,,6175,1.25,1.16,0.04,4.31,295.4623336,40.7769335,2921.99,15.269,0,80.34
Kepler-1284 b,Kepler-1284,1,1,Transit,2016,Kepler,0.664073806,0.0143,0,1.21,1.92,1703,,5123,0.79,0.84,0.03,4.57,291.2789549,47.6875766,882.324,15.912,0,2190.082
Kepler-1285 b,Kepler-1285,1,1,Transit,2016,Kepler,14.7967458,0.12758,0,0.97,0.871,874,,6170,1.28,1.2,0.16,4.3,281.8353366,44.1558825,422.269,11.717,0,181.591
Kepler-1286 b,Kepler-1286,1,1,Transit,2016,Kepler,11.25402929,0.0991,0,2.15,5.27,888,,5753,0.98,1,0.03,4.45,280.2583709,43.8357433,1354.46,15.278,0,151.77
Kepler-1287 b,Kepler-1287,1,1,Transit,2016,Kepler,11.47685909,0.0976,0,1.54,2.99,796,,5715,0.94,0.96,-0.05,4.48,289.1346298,47.063018,1003.26,15.216,0,78.156
Kepler-1288 b,Kepler-1288,1,1,Transit,2016,Kepler,2.76122421,0.04135,0,1.12,1.46,2017,,6132,1.29,1.2,0.14,4.29,285.7135,41.6058799,814.078,13.199,0,1342.5
Kepler-1289 b,Kepler-1289,1,1,Transit,2016,Kepler,7.99019627,0.0785,0,1.52,2.92,1113,,6080,1.17,1.1,0.02,4.35,296.388767,41.040509,1053.57,14.732,0,223.442
Kepler-129 b,Kepler-129,1,3,Transit,2014,Kepler,15.79,0.13,0.01,2.4,20,910,G4 V,5770,1.653,1.178,0.29,4.08,285.3111845,47.8484775,408.845,11.809,0,158.306
Kepler-129 c,Kepler-129,1,3,Transit,2014,Kepler,82.2,0.39,0.2,2.52,43,525,G4 V,5770,1.653,1.178,0.29,4.08,285.3111845,47.8484775,408.845,11.809,0,17.554
Kepler-129 d,Kepler-129,1,3,Radial Velocity,2021,W. M. Keck Observatory,2646,4,0.15,12.6,2637.975778,,G4 V,5770,1.653,1.178,0.29,4.08,285.3111845,47.8484775,408.845,11.809,0,
Kepler-1290 b,Kepler-1290,1,1,Transit,2016,Kepler,4.69500134,0.0557,0,1.42,2.6,1098,,5660,0.93,0.95,-0.02,4.49,290.6852287,43.8596155,1593.7,15.871,0,443.221
Kepler-1291 b,Kepler-1291,1,1,Transit,2016,Kepler,8.63043276,0.0779,0,1.66,3.39,739,,5216,0.8,0.84,-0.04,4.56,289.3770051,40.0010791,897.352,16.261,0,62.823
Kepler-1292 b,Kepler-1292,1,1,Transit,2016,Kepler,3.27646405,0.0443,0,1.82,3.97,1195,,5556,0.93,0.95,0.08,4.49,284.9057222,43.9491434,1493.43,16.337,0,521.101
Kepler-1293 b,Kepler-1293,1,1,Transit,2016,Kepler,5.57654784,0.06763,0,0.97,0.871,1183,,6241,1.28,1.18,0,4.29,290.0258783,48.3359227,1028.16,13.377,0,929.122
Kepler-1294 b,Kepler-1294,1,1,Transit,2016,Kepler,115.6862258,0.4684,0,3.19,10.3,401,,5776,0.97,0.99,-0.03,4.46,291.2681037,44.4881624,1855.7,15.361,0,12.362
Kepler-1295 b,Kepler-1295,1,1,Transit,2016,Kepler,3.81371974,0.0464,0,1.55,3.02,1029,,5486,0.89,0.92,0.04,4.51,291.3978451,45.588553,1174.46,16.227,0,279.941
Kepler-1296 b,Kepler-1296,1,1,Transit,2016,Kepler,8.3839865,0.0896,0,0.91,0.693,1285,,5359,0.83,0.87,-0.04,4.55,292.1251038,41.4077928,1551.54,14.934,0,399.015
Kepler-1297 b,Kepler-1297,1,1,Transit,2016,Kepler,1.68189002,0.0283,0,0.97,0.871,1790,,5818,0.99,0.99,-0.04,4.45,289.9564415,47.0203466,1439.47,14.867,0,2760.593
Kepler-1298 b,Kepler-1298,1,1,Transit,2016,Kepler,7.12811928,0.0814,0,1.31,2.27,1373,,6339,2,1.45,0.13,4,284.4227535,49.1061907,544.163,11.388,0,1003.027
Kepler-1299 b,Kepler-1299,1,1,Transit,2016,Kepler,19.9400874,0.1357,0,2.98,9.17,588,,5609,0.91,0.94,-0.01,4.5,286.1501263,37.4113438,1404.94,15.962,0,45.146
Kepler-130 b,Kepler-130,2,3,Transit,2014,Kepler,8.457458,0.079,0.15,1.02,1.04,982,,5884,1.127,0.927,-0.199,4.304,288.4505905,40.2452006,316.663,11.572,0,221.731
Kepler-130 c,Kepler-130,2,3,Transit,2014,Kepler,27.50868,0.178,0,2.9,8.75,683,,5879,1.17,1,0.02,4.29,288.4505905,40.2452006,316.663,11.572,0,46.011
Kepler-130 d,Kepler-130,2,3,Transit,2014,Kepler,87.517905,0.377,0.8,1.64,3.33,451,,5884,1.127,0.927,-0.199,4.304,288.4505905,40.2452006,316.663,11.572,0,9.834
Kepler-1300 b,Kepler-1300,1,1,Transit,2016,Kepler,22.2419092,0.16005,0,1.37,2.45,954,,6130,1.79,1.29,0.05,4.04,289.0330532,40.0869182,777.025,12.861,0,149.409
Kepler-1301 b,Kepler-1301,1,1,Transit,2016,Kepler,9.08237046,0.0815,0,1.4,2.54,734,,5188,0.81,0.85,0.01,4.56,286.6041816,42.4403309,854.28,15.656,0,76.139
Kepler-1302 b,Kepler-1302,1,1,Transit,2016,Kepler,8.83922659,0.0795,0,1.43,2.63,778,,5236,0.82,0.86,0.04,4.55,290.9892462,50.308064,634.58,15.172,0,58.344
Kepler-1303 b,Kepler-1303,1,1,Transit,2016,Kepler,7.56127224,0.0751,0,1.42,2.6,891,,5771,1,1.01,0.04,4.44,284.287147,42.3555784,897.783,14.854,0,182.375
Kepler-1304 b,Kepler-1304,1,1,Transit,2016,Kepler,16.1288853,0.1202,0,2.29,5.86,715,,5259,0.81,0.85,-0.05,4.56,285.2763652,39.4468274,2176.08,15.408,0,61.87
Kepler-1305 b,Kepler-1305,1,1,Transit,2016,Kepler,13.5630972,0.1109,0,1.88,4.19,733,,5701,0.96,0.97,0.01,4.47,297.3394624,46.3472165,1575.23,15.834,0,103.51
Kepler-1306 b,Kepler-1306,1,1,Transit,2016,Kepler,16.29595382,0.123,0,1.91,4.31,678,,5727,0.97,0.98,0,4.45,294.4783627,46.9458638,1107.5,15.353,0,52.146
Kepler-1307 b,Kepler-1307,1,1,Transit,2016,Kepler,18.01621096,0.1369,0,2.47,6.66,768,,5884,1.08,1.06,0.06,4.39,292.8698348,46.7418679,1014.62,15.636,0,41.185
Kepler-1308 b,Kepler-1308,1,1,Transit,2016,Kepler,2.104338119,0.025,0,0.52,0.0933,662,,3468,0.34,0.35,-0.13,4.92,285.9287514,38.5207097,112.705,16.4,0,58.108
Kepler-1309 b,Kepler-1309,1,1,Transit,2016,Kepler,28.8432647,0.1679,0,2.37,6.21,491,,5235,0.8,0.85,-0.03,4.56,298.7351131,40.7641262,845,16.5119,0,13.77
Kepler-131 b,Kepler-131,1,2,Transit,2014,Kepler,16.092,0.12789,0,2.41,16.13,718,,5685,1.03,1.02,0.12,4.417,288.5308924,40.942373,228.678,11.493,0,66.122
Kepler-131 c,Kepler-131,1,2,Transit,2014,Kepler,25.5169,0.17391,0,0.84,8.25,615,,5685,1.03,1.02,0.12,4.417,288.5308924,40.942373,228.678,11.493,0,35.736
Kepler-1310 b,Kepler-1310,1,1,Transit,2016,Kepler,0.679336272,0.01452,0,1.44,2.67,1883,,5549,0.88,0.91,-0.07,4.51,283.9200236,40.7400419,569.185,14.346,0,2830.91
Kepler-1311 b,Kepler-1311,1,3,Transit,2016,Kepler,11.1726994,0.10082,0,1.24,2.07,1019,,5748,1.4,1.05,0.09,4.16,289.6512597,43.8244445,866.331,13.528,0,296.92
Kepler-1311 c,Kepler-1311,1,3,Transit,2016,Kepler,2.53573424,0.03753,0,1.22,1.98,1671,,5748,1.4,1.05,0.09,4.16,289.6512597,43.8244445,866.331,13.528,0,2144.553
Kepler-1311 d,Kepler-1311,1,3,Transit,2021,Kepler,197.5110016,0.68434,0,9.65837605,67.5,391,,5616,1.674,1.032,0.04,4.004,289.6512597,43.8244445,866.331,13.528,0,6
Kepler-1312 b,Kepler-1312,1,2,Transit,2016,Kepler,5.448325286,0.06053,0,2.1,5.06,978,,5719,0.92,0.99,-0.02,4.51,292.9712801,41.0357494,299.104,12.491,0,219.117
Kepler-1312 c,Kepler-1312,1,2,Transit,2021,Kepler,1.116119981,0.02103,0,1.02732734,1.07,1659,,5721,0.905,0.983,0.02,4.517,292.9712801,41.0357494,299.104,12.491,0,1770.2
Kepler-1313 b,Kepler-1313,1,1,Transit,2016,Kepler,3.833091178,0.04619,0,1.76,3.75,1012,,5453,0.85,0.92,0,4.54,292.388582,42.2332767,174.234,12.363,0,227.198
Kepler-1314 b,Kepler-1314,1,1,Transit,2016,Kepler,5.424749281,0.0504,0,5.11,22.9,625,,4188,0.59,0.6,-0.22,4.68,294.2373599,45.1968274,141.9868506,17.816,0,36.05
Kepler-1315 b,Kepler-1315,1,2,Transit,2016,Kepler,0.84338011,0.01617,0,1.38,2.48,1541,,4861,0.75,0.8,0.07,4.6,295.8215678,46.0530562,480.869,15.133,0,897.9
Kepler-1315 c,Kepler-1315,1,2,Transit,2021,Kepler,6.566060066,0.0635,0,1.84398883,4.06,777,,4818,0.856,0.809,0.56,4.481,295.8215678,46.0530562,480.869,15.133,0,57.6
Kepler-1316 b,Kepler-1316,1,1,Transit,2016,Kepler,87.9732136,0.39765,0,3.54,12.3,446,,5884,1.12,1.04,0.03,4.36,298.8358277,40.2930714,800.871,14.119,0,10.714
Kepler-1317 b,Kepler-1317,1,1,Transit,2016,Kepler,0.568874427,0.0128,0,1.56,3.05,1796,,5144,0.79,0.83,-0.01,4.57,291.6118842,42.1159787,728.303,15.083,0,2413.261
Kepler-1318 b,Kepler-1318,1,1,Transit,2016,Kepler,213.257663,0.6085,0,3.11,9.85,202,,4598,0.7,0.73,-0.01,4.62,290.3763246,41.1507928,475.248,15.531,0,0.492
Kepler-1319 b,Kepler-1319,2,1,Transit,2016,Kepler,2.886762645,0.0296,0.33,1.34,2.36,557,,3655,0.54,0.56,0.44,4.73,290.9564463,49.3667933,103.917,15.161,0,38.452
Kepler-132 b,Kepler-132,2,4,Transit,2014,Kepler,6.178196,0.067,0,1.21,1.92,1082,,6003,1.178,0.929,-0.2159,4.31,283.23581,41.343037,349.549,11.922,0,284.8
Kepler-132 c,Kepler-132,2,4,Transit,2014,Kepler,6.414914,0.068,0,1.28,2.18,1069,,6003,1.178,0.929,-0.2159,4.31,283.23581,41.343037,349.549,11.922,0,271
Kepler-132 d,Kepler-132,2,4,Transit,2014,Kepler,18.010199,0.136,0,1.55,3.02,758,,6003,1.178,0.929,-0.2159,4.31,283.23581,41.343037,349.549,11.922,0,68.6
Kepler-132 e,Kepler-132,2,4,Transit,2016,Kepler,110.2869374,0.43927,0,1.18,1.76,414,,6023,1.1,1.03,-0.13,4.37,283.23581,41.343037,349.549,11.922,0,6.1
Kepler-1320 b,Kepler-1320,1,1,Transit,2016,Kepler,0.868386528,0.0163,0,1.7,3.53,1389,,4817,0.74,0.8,0.1,4.6,288.4335977,40.3808519,647.424,15.936,0,672.113
Kepler-1321 b,Kepler-1321,1,3,Transit,2016,Kepler,11.12830484,0.0781,0,4.92,21.5,408,,4094,0.53,0.54,-0.45,4.73,294.528597,46.6408737,769.146,17.5054,0,13.547
Kepler-1321 c,Kepler-1321,1,3,Transit,2016,Kepler,2.226491086,0.0267,0,2.4,6.35,697,,4094,0.53,0.54,-0.45,4.73,294.528597,46.6408737,769.146,17.5054,0,115.909
Kepler-1321 d,Kepler-1321,1,3,Transit,2021,Kepler,5.720920086,0.0501,0,2.62843782,7.41,509,,3640,0.503,0.513,0.21,4.744,294.528597,46.6408737,769.146,17.5054,0,15.84
Kepler-1322 b,Kepler-1322,1,2,Transit,2016,Kepler,0.962867382,0.0183,0,1.61,3.22,1666,,5488,0.87,0.9,-0.07,4.52,293.2045009,45.4353919,1350.32,15.876,0,2651.424
Kepler-1322 c,Kepler-1322,1,2,Transit,2021,Kepler,6.459980011,0.0652,0,2.15492527,5.29,883,,5704,0.804,0.897,-0.3,4.575,293.2045009,45.4353919,1350.32,15.876,0,144.06
Kepler-1323 b,Kepler-1323,1,1,Transit,2016,Kepler,0.929906678,0.01911,0,1.52,2.92,2291,,6169,1.4,1.18,0.02,4.21,292.8722515,46.098729,465.417,12.444,0,5067.603
Kepler-1324 b,Kepler-1324,1,1,Transit,2016,Kepler,4.115844679,0.0466,0,1.51,2.89,895,,4776,0.73,0.78,0.05,4.61,291.1849503,40.3112023,481.667,15.554,0,98.414
Kepler-1325 b,Kepler-1325,1,1,Transit,2016,Kepler,33.8786838,0.2004,0,2.86,8.55,564,,5550,0.91,0.93,0.01,4.5,285.0171505,42.085312,973.368,15.311,0,18.153
Kepler-1326 b,Kepler-1326,1,1,Transit,2016,Kepler,42.3514267,0.2743,0,4.18,16.3,938,,6725,1.74,1.45,0.02,4.12,296.222199,39.268942,698.326,12.842,0,47.84
Kepler-1327 b,Kepler-1327,1,1,Transit,2016,Kepler,14.88801098,0.11151,0,1.8,3.89,831,,5885,1.03,1.02,-0.03,4.42,289.0648073,50.4609183,678.069,13.966,0,79.9
Kepler-1328 b,Kepler-1328,1,1,Transit,2016,Kepler,4.52158888,0.052,0,0.98,0.904,1214,,5780,0.99,1,0,4.44,284.6753857,44.4177225,813.543,13.969,0,545.672
Kepler-1329 b,Kepler-1329,1,1,Transit,2016,Kepler,9.33646594,0.0747,0,2.17,5.35,577,,4500,0.69,0.72,0.02,4.62,281.6476437,48.2709523,588.037,15.958,0,26.645
Kepler-133 b,Kepler-133,1,2,Transit,2014,Kepler,8.129976,0.083,0,1.76,3.75,1041,,5736,1.425,1.02,0.282,4.186,297.2778906,48.3203542,653.6,12.896,0,408.58
Kepler-133 c,Kepler-133,1,2,Transit,2014,Kepler,31.517586,0.204,0,2.84,8.45,663,,5736,1.425,1.02,0.282,4.186,297.2778906,48.3203542,653.6,12.896,0,67.161
Kepler-1330 b,Kepler-1330,1,1,Transit,2016,Kepler,10.10769068,0.0889,0,1.65,3.36,879,,5608,0.94,0.97,0.08,4.48,290.5767116,39.9568913,1720.48,15.076,0,322.399
Kepler-1331 b,Kepler-1331,1,1,Transit,2016,Kepler,0.789161653,0.0142,0,1.05,1.16,1244,,4508,0.69,0.72,0.05,4.63,297.0737928,41.2244613,319.197,15.58,0,547.294
Kepler-1332 b,Kepler-1332,1,1,Transit,2016,Kepler,11.87456832,0.09915,0,1.37,2.45,728,,5581,0.9,0.95,0,4.51,291.0286411,43.9137055,528.685,13.975,0,77.559
Kepler-1333 b,Kepler-1333,1,1,Transit,2016,Kepler,109.6471842,0.4382,0,2.81,8.3,428,,5628,0.92,0.94,-0.04,4.49,293.5275797,41.111394,932.446,15.421,0,3.298
Kepler-1334 b,Kepler-1334,1,1,Transit,2016,Kepler,15.64591713,0.1229,0,2.29,5.86,710,,5614,0.91,0.94,-0.03,4.5,289.311532,51.3209059,1223.04,15.461,0,78.355
Kepler-1335 b,Kepler-1335,1,1,Transit,2016,Kepler,6.26406846,0.0615,0,1.45,2.7,809,,4903,0.74,0.77,-0.07,4.6,284.8384394,42.0703371,621.853,15.248,0,80.741
Kepler-1336 b,Kepler-1336,1,2,Transit,2016,Kepler,23.198681,0.15845,0,1.98,4.58,793,,5512,1.3,0.94,0.05,4.18,296.2776587,46.8998006,1126.64,14.264,0,103.72
Kepler-1336 c,Kepler-1336,1,2,Transit,2016,Kepler,5.77721211,0.06272,0,1.71,3.57,1260,,5512,1.3,0.94,0.05,4.18,296.2776587,46.8998006,1126.64,14.264,0,662.713
Kepler-1337 b,Kepler-1337,1,1,Transit,2016,Kepler,24.4002549,0.1441,0,2.41,6.39,437,,4523,0.67,0.7,-0.09,4.64,287.0091176,46.7961229,601.629,16.21,0,9.183
Kepler-1338 b,Kepler-1338,1,1,Transit,2016,Kepler,0.935118057,0.01937,0,0.92,0.721,2124,,5909,1.05,1.04,0,4.41,284.0422701,41.6990348,753.26,13.699,0,4712.111
Kepler-1339 b,Kepler-1339,1,1,Transit,2016,Kepler,1.341555127,0.02356,0,0.71,0.285,1642,,5586,0.93,0.94,0.01,4.47,283.7457695,48.373469,371.049,12.344,0,3094.817
Kepler-134 b,Kepler-134,1,2,Transit,2014,Kepler,5.317429,0.06,0,2,4.66,1105,,5983,1.176,0.956,-0.2067,4.31,284.7391156,49.5984448,334.797,12.318,0,301.367
Kepler-134 c,Kepler-134,1,2,Transit,2014,Kepler,10.105785,0.092,0,1.26,2.13,892,,5983,1.176,0.956,-0.2067,4.31,284.7391156,49.5984448,334.797,12.318,0,128.086
Kepler-1340 b,Kepler-1340,1,1,Transit,2016,Kepler,0.665026916,0.01523,0,1.55,3.02,2174,,6331,1.42,1.27,0.07,4.24,296.2328099,42.4727965,981.779,15.003,0,4793.001
Kepler-1341 b,Kepler-1341,2,1,Transit,2016,Kepler,132.9968322,0.47267,0,2.99,9.22,241,,4662,0.72,0.79,0.19,4.62,280.5116813,44.1593503,476.957,15.356,0,1.141
Kepler-1342 b,Kepler-1342,1,1,Transit,2016,Kepler,2.215710358,0.0313,0,1.66,3.39,1283,,5527,0.9,0.93,0.03,4.51,297.0200549,43.4325382,890.724,15.726,0,559.275
Kepler-1343 b,Kepler-1343,1,1,Transit,2016,Kepler,3.35183158,0.0449,0,1.93,4.38,1294,,5759,0.93,0.95,-0.16,4.48,294.294483,50.725385,1756.71,15.617,0,1021.904
